epoch,Prec@5,Recall@5,NDCG@5,Nov@5,Gini-D
24,0.103273417525338,0.103273417525338,0.10508256133184701,2.599563577923884,0.252341048693961
25,0.103339273262535,0.103339273262535,0.10512896644104801,2.5993525545461003,0.25308762511824
26,0.10339738126594401,0.10339738126594401,0.10518259463786701,2.59918415710456,0.252432231882033
27,0.10339738126594401,0.10339738126594401,0.10518738693382701,2.598717167976203,0.252446352399669
28,0.10343224606799001,0.10343224606799001,0.10520670695019901,2.598285018760332,0.25250831244537003
29,0.103486480204505,0.103486480204505,0.105275427468574,2.597662801129614,0.252408966856067
30,0.10347485860382301,0.10347485860382301,0.10526032683929301,2.597599259932192,0.252405693165734
31,0.10347873247071701,0.10347873247071701,0.10527213823157901,2.5975362298866678,0.252419900981779
32,0.10349422793829201,0.10349422793829201,0.105278580048105,2.59745485864456,0.25239921125887504
33,0.10351747113965601,0.10351747113965601,0.105298821198194,2.597401151129601,0.25241010173538303
34,0.103509723405868,0.103509723405868,0.105299657572699,2.597276533149599,0.252396963324847
35,0.10350197567208001,0.10350197567208001,0.10529540429865202,2.597218498870115,0.252404209092784
36,0.103505849538974,0.103505849538974,0.10529685562655001,2.597120816052083,0.252387425973677
37,0.10347873247071701,0.10347873247071701,0.105289569977734,2.596963503338812,0.252381053189829
38,0.103467110870035,0.103467110870035,0.10527646222067201,2.596804142149738,0.252362524102545
39,0.103486480204505,0.103486480204505,0.10528896724144801,2.5967067240716393,0.25236865681576803
40,0.10347485860382301,0.10347485860382301,0.10528006664993401,2.5966790215981153,0.252360647186754
41,0.10348260633761101,0.10348260633761101,0.10529136465284901,2.596679993923628,0.252357940936079
42,0.10349422793829201,0.10349422793829201,0.105304647211387,2.596681332981573,0.252367019970602
43,0.10347485860382301,0.10347485860382301,0.10529292093042401,2.596673588212561,0.25237315268382504
44,0.10347485860382301,0.10347485860382301,0.10528519547292901,2.59666778391302,0.252387207727655
45,0.103467110870035,0.103467110870035,0.105282300103298,2.596648508793424,0.25238727320146104
46,0.10345936313624701,0.10345936313624701,0.10528518360349601,2.596637092291428,0.252373349105245
47,0.10347485860382301,0.10347485860382301,0.105296092322315,2.59659540397835,0.252369311553835
48,0.103470984736929,0.103470984736929,0.10528541368444201,2.5965677685156203,0.25236924608002803
49,0.10347873247071701,0.10347873247071701,0.105289390940664,2.596575138247824,0.25237703746302004
50,0.10347485860382301,0.10347485860382301,0.105286849585634,2.596571726790062,0.25237671009398704
51,0.10347485860382301,0.10347485860382301,0.105286849585634,2.596571726790062,0.25237671009398704
52,0.10347485860382301,0.10347485860382301,0.105286849585634,2.596572871006468,0.2523768410416
53,0.10347485860382301,0.10347485860382301,0.10528598946782801,2.596569488906985,0.252376208128136
54,0.10347485860382301,0.10347485860382301,0.10528598946782801,2.596571692353177,0.25237660097097603
55,0.10347485860382301,0.10347485860382301,0.10528598946782801,2.5965741874709503,0.252379110800231
56,0.10347485860382301,0.10347485860382301,0.10528598946782801,2.596574272457567,0.25237897985261804
57,0.10347485860382301,0.10347485860382301,0.10528627735952101,2.596563570439717,0.252376142654329
58,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
59,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
60,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
61,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
62,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
63,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
64,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
65,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
66,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
67,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
68,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
69,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
70,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
71,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
72,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
73,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
74,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
75,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
76,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
77,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
78,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
79,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
80,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
81,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
82,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
83,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
84,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
85,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
86,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
87,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
88,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
89,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
90,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
91,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
92,0.10347873247071701,0.10347873247071701,0.10528881871455101,2.596551150010259,0.252372279699737
